"S","Y","H","consumption"
"synthetic",0.72,1.86561248403186,9.35218158798355
"synthetic",0.06,-1.2215791272781,9.87881637038019
"synthetic",0.03,-1.34998678036259,9.8635941835131
"synthetic",0.23,-0.427153473194021,10.0115668007297
"synthetic",0.69,1.33146571244134,9.65217501459942
"synthetic",0.67,1.22149032451258,9.52805085820665
"synthetic",0.24,-0.21046953804282,10.1434510397929
"synthetic",0.19,-0.340993654768076,10.1624019879641
"synthetic",0.25,-0.233062585088317,10.0429759350787
"synthetic",0.23,-0.245957455426692,10.1914595975902
"synthetic",0.86,1.02253035195454,9.6991569505484
"synthetic",0.8,0.937563299829476,9.60533253547886
"synthetic",0.77,0.96591361913353,9.65401431327063
"synthetic",0.78,0.863093350767627,9.76886471628937
"synthetic",0.19,-0.322155774939474,9.89738400277729
"synthetic",0.82,1.04517539509914,9.7623777393004
"synthetic",0.71,0.598562939188522,9.79458017258808
"synthetic",0.85,1.01025559492345,9.60395309537933
"synthetic",0.88,1.22681937527021,9.65202056658095
"synthetic",0.16,-0.397977428549824,10.3081078377361
"synthetic",0.26,-0.187714192418525,9.9730148905454
"synthetic",0.15,-0.435942946646778,10.0431017258418
"synthetic",0.15,-0.440360362173972,9.91689010911722
"synthetic",0.16,-0.393070720948823,10.0910515287011
"synthetic",0.77,0.78134533457875,9.85133626270863
"synthetic",0.12,-0.514152215226945,9.85891565668424
"synthetic",0.13,-0.448240117613256,10.1330333003595
"synthetic",0.6,0.540343733057868,9.81513522004924
"synthetic",0.73,0.866581291107546,9.60680717377655
"synthetic",0.89,1.32899723195152,9.48898300547154
"synthetic",0.89,1.37380121999718,9.57571414846944
"synthetic",0.88,1.25000211227184,9.50031461520088
"synthetic",0.83,0.82662683010809,9.41230840557379
"synthetic",0.91,1.3388957589844,9.24021816535527
"synthetic",0.82,0.888373802371537,9.83565224881126
"synthetic",0.85,1.034690079095,9.81654087515798
"synthetic",0.26,-0.230444836463889,9.89341423267481
"synthetic",0.71,0.765042376792096,9.77265530412085
"synthetic",0.94,1.44025022289524,9.58690782121851
"synthetic",0.91,1.4191657973333,9.4861193634722
"synthetic",0.79,0.758920013753293,9.79972190155802
"synthetic",0.79,0.91928063961985,9.80590347101639
"synthetic",0.3,-0.115098509176926,10.1858854490311
"synthetic",0.2,-0.314027993272166,10.0056876496408
"synthetic",0.89,1.04055408736527,9.83780358395738
"synthetic",0.25,-0.199283335174415,9.85305203160309
"synthetic",0.11,-0.529329272234938,10.0572524715833
"synthetic",0.27,-0.15547972732676,9.85280272842062
"synthetic",0.95,1.16092814138081,9.55256146793058
"synthetic",0.84,0.876232252616434,9.63990175128064
"synthetic",0.86,0.989336266813912,9.82347047929965
"synthetic",0.84,1.05006813375022,9.81591035498887
"synthetic",0.93,1.36080912662505,9.29871399614139
"synthetic",0.07,-1.11882009221472,9.87402213265307
"synthetic",0.09,-1.13538779701101,10.3217432327593
"synthetic",0.09,-1.24378343263588,9.93838723221836
"synthetic",0.09,-1.11118350015968,9.85475071214027
"synthetic",0.06,-1.37380920803833,10.0286747071504
"synthetic",0.14,-0.939959236445212,10.0648421325671
"synthetic",0.13,-0.797168264634203,9.87923938462262
"synthetic",0.18,-0.604189951382886,9.95646943997888
"synthetic",0.04,-1.08100711035963,10.2998851118993
"synthetic",0.18,-0.653171180672795,9.90091814114276
"synthetic",0.19,-0.595239814874692,9.87637657127077
"synthetic",0.7,1.42513645797081,9.82171311353367
"synthetic",0.02,-1.60115836627128,10.1223252846014
"synthetic",0.25,-0.374888559740085,9.88186862442006
"synthetic",0.89,2.72239465058387,9.57592074964538
"synthetic",0.83,2.46699358309048,9.74213395939511
"synthetic",0.74,1.68844808889577,9.57646845287518
"synthetic",0.79,2.00318415263159,9.25658749881782
"synthetic",0.89,2.31500122507282,9.53898778023687
"synthetic",0.85,2.16395085649946,9.412967231736
"synthetic",0.76,1.68018640045457,9.6606678637283
"synthetic",0.72,1.71694090563682,9.81792445157239
"synthetic",0.72,1.83577779595479,9.19082231941915
"synthetic",0.17,-0.818996280538261,10.1666660887598
"synthetic",0.83,1.89879719957507,9.8493831560957
"synthetic",0.27,-0.29819859906185,10.0539433006637
"synthetic",0.84,1.86449375130036,9.67659712226583
"synthetic",0.94,2.11257042068237,9.5684359469656
"synthetic",0.85,2.31257006236119,9.83978961550872
"synthetic",0.94,2.87573908023602,9.68302193092002
"synthetic",0.94,2.51752255056097,9.69019503926283
"synthetic",0.93,2.79991510025867,9.4552402169175
"synthetic",0.87,2.1922045525854,9.49294978576917
"synthetic",0.32,-0.10156388727656,10.0248162912791
"synthetic",0.62,1.26986028180471,9.37347521039592
"synthetic",0.79,1.99176336010782,9.55149443307258
"synthetic",0.21,-0.490137634600208,10.1253879095294
"synthetic",0.66,1.44564228122771,9.76707836230712
"synthetic",0.27,-0.291876701244305,9.98992772149563
"synthetic",0.85,2.20547919057662,9.80487817659881
"synthetic",0.74,1.59456458203889,9.74558170261965
"synthetic",0.7,1.57943750594041,9.67704908921017
"synthetic",0.76,1.7484255942017,9.78595011660048
"synthetic",0.13,-0.986650869972241,10.165382957106
"synthetic",0.08,-1.13345903155952,10.0045154635809
"synthetic",0.76,1.47116048164838,9.68460651025426
"synthetic",0.73,1.22189013371729,9.70350730333991
"synthetic",0.84,1.80209287547933,9.82174480034504
"synthetic",0.85,1.94988706586894,9.54313978665735
"synthetic",0.9,2.21197003639047,9.51140153801409
"synthetic",0.94,2.77536094410141,9.3520637047843
"synthetic",0.91,2.57271078912578,9.80570846811846
"synthetic",0.91,2.61101919113283,9.26596150454412
"synthetic",0.94,2.66516172410283,9.56070581413408
"synthetic",0.75,1.606285741569,9.74229999739547
"synthetic",0.72,1.45160852996956,9.74511580203244
"synthetic",0.1,-1.09487635289407,9.93051898663898
"synthetic",0.17,-0.789147960848916,9.90889915290881
"synthetic",0.67,1.44754913540243,9.54466192979929
"synthetic",0.81,2.03279589792167,9.80732150853763
"synthetic",0.21,-0.475234897203677,9.85848436398776
"synthetic",0.06,-1.41728119068966,9.86910565248362
"synthetic",0.3,-0.181469313148573,9.92820598415294
"synthetic",0.74,1.89138945212806,9.8091126968985
"synthetic",0.64,1.33503714324807,9.7969713128629
"synthetic",0.14,-1.01251906499933,9.98156315244234
"synthetic",0.78,1.72426489393321,9.68332423608286
"synthetic",0.72,1.82534004644699,9.67914076297259
"synthetic",0.1,-1.13193943627635,9.94624804196048
"synthetic",0.14,-0.795533289971624,9.88885583380016
"synthetic",0.09,-1.03145816908076,9.88606537487647
"synthetic",0.74,1.93211295659361,9.54738526825726
"synthetic",0.78,1.62508589304333,9.52459189127078
"synthetic",0.92,2.78377696348899,9.78696426993256
"synthetic",0.95,2.7060029711556,9.34062445678357
"synthetic",0.92,2.90556973486857,9.31324856674538
"synthetic",0.79,1.66613559024266,9.24621207147924
"synthetic",0.68,1.22101869518822,9.6721285226741
"synthetic",0.81,1.862451148959,9.57387325034036
"synthetic",0.71,1.53430388766528,9.82709308914576
"synthetic",0.27,-0.352284434127518,9.92450832163422
"synthetic",0.83,2.03454641255834,9.50948218918585
"synthetic",0.82,2.07634695139213,9.39289790353007
"synthetic",0.92,2.66900979715375,9.52567083588316
"synthetic",0.84,2.24145485504888,9.63894175008783
"synthetic",0.8,1.67604107196072,9.77272386645445
"synthetic",0.8,2.01155753479542,9.71232184503359
"synthetic",0.93,2.51483767724223,9.73448753280006
"synthetic",0.12,-0.48539734233466,9.9721396107445
"synthetic",0.05,-0.683205937531972,9.97967029608558
"synthetic",0.02,-0.7657891607204,10.0650653263952
"synthetic",0.67,0.630649862999129,9.82441147550639
"synthetic",0.02,-0.759065021925604,9.93397867943328
"synthetic",0.03,-0.69728042244396,10.1064695308909
"synthetic",0.1,-0.570900617211649,9.99189925882822
"synthetic",0.02,-0.798178999611122,10.0565239398951
"synthetic",0.04,-0.636078981737477,9.98603274537048
"synthetic",0.05,-0.678479822595581,10.100570712527
"synthetic",0.34,-0.00856521423145186,9.92715324702045
"synthetic",0.15,-0.738109666502744,9.9089254745758
"synthetic",0.09,-1.03145816908076,9.88163209305854
"synthetic",0.14,-0.897526961159972,10.0373042926288
"synthetic",0.29,-0.241371549948802,9.86904278357094
"synthetic",0.09,-0.99342927326156,10.0813594455978
"synthetic",0.22,-0.424038281719288,9.90268224789662
"synthetic",0.74,1.71560390358668,9.85118953894908
"synthetic",0.07,-1.07185683318021,10.2657381443241
"synthetic",0.14,-0.902450007017834,10.0445574876212
"synthetic",0.03,-1.19625646817413,9.94961606753897
"synthetic",0.1,-1.08573338741757,10.0826763590809
"synthetic",0.21,-0.571984356179094,9.98930654411205
"synthetic",0.09,-0.95980461441429,9.94399903010098
"synthetic",0.05,-1.1231170717139,10.2714214153694
"synthetic",0.06,-1.01657592242959,10.1483054465312
"synthetic",0.1,-0.987801320344157,9.88552563634134
"synthetic",0.18,-0.696587197068832,9.98023318418858
"synthetic",0.8,1.75759606409298,9.83831320430334
"synthetic",0.22,-0.540432026303925,10.0075508599956
"synthetic",0.19,-0.630391058727689,10.0180793906225
"synthetic",0.13,-0.807029201555435,10.0461665168336
"synthetic",0.02,-1.40929127910015,9.92279421203831
"synthetic",0.02,-1.34829337523203,10.0154002665207
"synthetic",0.07,-1.11307606758286,10.0184608285401
"synthetic",0.01,-1.61742291381674,9.99517790742226
"synthetic",0.08,-1.30075397450802,10.0019309578634
"synthetic",0.03,-1.29326444752772,10.0552901653103
"synthetic",0.06,-1.18068478289655,9.98141790455461
"synthetic",0.16,-0.763076684440836,10.0550493371894
"synthetic",0.17,-0.698500937691294,9.97046072956264
"synthetic",0.12,-0.891247532438534,9.94775691056466
"synthetic",0.06,-1.29469034457659,9.99051924181946
"synthetic",0.01,-1.46780963660645,9.96643502591337
"synthetic",0.14,-0.957818256720474,9.9120331611521
"synthetic",0.24,-0.251032040110868,9.92222372212206
"synthetic",0.15,-0.426509613917907,10.0209417146751
"synthetic",0.13,-0.470836934985079,9.94276141181319
"synthetic",0.01,-0.786761296100132,10.0642456798014
"synthetic",0.22,-0.485736030466953,10.0321308459707
"synthetic",0.17,-0.701515667823041,9.87877132638571
"synthetic",0.98,2.95887897541712,9.73465912299177
"synthetic",0.86,2.29066694750306,9.6654474019409
"synthetic",0.21,-0.589889835692955,9.89042378328003
"synthetic",0.04,-1.26854374031221,9.91706546191401
"synthetic",0.89,2.19216538428456,9.72384689111616
"synthetic",0.82,1.81921719677997,9.84742777670032
"synthetic",0.2,-0.572332648777449,9.99846013985116
"synthetic",0.13,-1.07715228327207,10.1403054634275
"synthetic",0.14,-0.846420124541022,9.93510866092435
"synthetic",0.3,-0.180607533118302,9.95049534425284
"synthetic",0.1,-1.1594267986539,10.0253471634902
"synthetic",0.23,-0.409881825659785,9.9193670532483
"synthetic",0.29,-0.204517084985316,9.99541604431094
"synthetic",0.21,-0.589889835692955,10.0176015390674
"synthetic",0.19,-0.621565643428547,10.0147030621839
"synthetic",0.61,1.13454078000841,9.83995758513721
"synthetic",0.06,-1.15390211921858,10.0062432234516
"synthetic",0.8,1.82853424987185,9.84692412480022
"synthetic",0.84,1.66786886646399,9.8352455151741
"synthetic",0.79,1.76356991459285,9.83213650373787
"synthetic",0.28,-0.248869684463769,9.91451934898239
"synthetic",0.08,-0.950576495786126,9.91166147668604
"synthetic",0.12,-0.90147863871305,10.0349723821637
"synthetic",0.06,-1.21565907260713,10.0172214291795
"synthetic",0.07,-1.08870676366443,9.9601484468004
"synthetic",0.04,-1.33483534446372,10.0152304212511
"synthetic",0.11,-1.06516748755894,9.95646610576445
"synthetic",0.01,-1.6771880533849,10.0893406265926
"synthetic",0.02,-1.3134507444288,9.93501280975191
"synthetic",0.01,-1.44894814933036,10.0577901739447
"synthetic",0.04,-1.21842147728948,10.2163905374088
"synthetic",0.23,-0.494510056839738,10.0421924656646
"synthetic",0.01,-1.2504478024268,9.99969612128187
"synthetic",0.03,-0.902840164767549,10.0441615279316
"synthetic",0.03,-1.44047531711449,10.0167875509082
"synthetic",0.09,-0.929906156800426,9.97704926781783
"synthetic",0.06,-0.994641093257743,10.0367233204133
"synthetic",0.02,-1.31498066369085,10.1074106148913
"synthetic",0.03,-1.20043619617361,10.0322950978221
"synthetic",0,-1.12268587095708,10.079350635454
"synthetic",0,-0.982005498906996,10.0833821758225
"synthetic",0,-1.05901939695388,10.0376054552589
"synthetic",0.04,-0.71804125193602,10.2197427749545
"synthetic",0.12,-0.441491480524777,10.1629091653258
"synthetic",0.02,-0.808608950394107,10.0451163823062
"synthetic",0.12,-0.549403224903823,10.0234852347459
"synthetic",0.02,-0.768539260390416,10.1829063543789
"synthetic",0.05,-0.633294433050448,10.0774370026406
"synthetic",0.1,-0.574591646067252,10.1151000320968
"synthetic",0.08,-0.618226929307363,10.0211092904625
"synthetic",0.07,-0.639959332786211,9.97124202731799
"synthetic",0.19,-0.334573321976061,9.9394088080279
"synthetic",0.13,-0.446537497109558,9.95719640367845
"synthetic",0,-1.03945194949211,9.9582540563895
"synthetic",0.01,-0.989924843917766,10.0592382630153
"synthetic",0,-1.02742261589973,10.0217811349247
"synthetic",0.04,-1.38785069157043,9.99090408832326
"synthetic",0.02,-0.917130837667337,10.1620477909825
"synthetic",0.03,-1.10165438982927,10.0811820472721
"synthetic",0.03,-1.05523086334694,10.0316606085342
"synthetic",0.02,-0.96384928160023,10.0849918809587
"synthetic",0.1,-0.821819122335491,9.93351613215772
"synthetic",0.05,-1.28785521778197,9.89926507619824
"synthetic",0.01,-1.15705704666981,10.0197592905073
"synthetic",0.03,-1.10049479847578,10.0837786476445
"synthetic",0.06,-0.805998541020601,9.99100546625343
"synthetic",0.05,-0.687702491197501,10.0762203146773
"synthetic",0.02,-0.751614437002745,10.1317833550547
"synthetic",0.06,-0.626590130964568,10.0655047546273
"synthetic",0.08,-0.590103471200668,10.0208005992928
"synthetic",0,-0.82638784347134,10.0812836668454
"synthetic",0.04,-0.697528009296166,10.108063538551
"synthetic",0.04,-0.62365299236247,10.0753321351046
"synthetic",0.19,-0.343745750582291,10.0166034640923
"synthetic",0.09,-0.591803675650944,10.1425611227837
"synthetic",0.05,-0.620084584468921,9.99257796799863
"synthetic",0.16,-0.459206245685437,10.0369022025066
"synthetic",0.05,-0.698105278076639,10.0332649472703
"synthetic",0.04,-0.744906108259455,10.1337591544533
"synthetic",0.05,-0.62575257393869,9.90136048724836
"synthetic",0.09,-0.605653996944644,10.1678906776188
"synthetic",0.01,-0.692103868313296,10.0323605162952
"synthetic",0.12,-0.477370019943162,10.177312335966
"synthetic",0.14,-0.506784043251585,10.1164986150012
"synthetic",0.09,-0.584276319203695,10.1676863711604
"synthetic",0.2,-0.327166417553106,9.89783400364687
"synthetic",0.08,-0.588045216118954,10.2547859986661
"synthetic",0.09,-0.592536019155247,10.2448336348396
"synthetic",0.08,-0.595545427942145,10.1676394310096
"synthetic",0.1,-0.462566340858888,10.202695258529
"synthetic",0.13,-0.534186960483181,10.0926861245076
"synthetic",0.14,-0.429099168267953,10.0892308202093
"synthetic",0.18,-0.39432797897853,10.1738215516556
"synthetic",0.3,-0.123437061814101,10.1276434818478
"synthetic",0.06,-1.15390211921858,9.96557222927696
"synthetic",0.07,-1.32477636533191,10.0118669637709
"synthetic",0.07,-1.17822867406618,10.0517184570713
"synthetic",0.01,-1.38466922633931,9.910042874853
"synthetic",0.8,1.46093157843615,9.80313001756673
"synthetic",0.09,-1.08253085130011,9.88711687895329
"synthetic",0.17,-0.622034384261392,10.0581076534181
"synthetic",0.03,-1.17259076005733,9.9108522609043
"synthetic",0.8,2.15301391396542,9.76155230786664
"synthetic",0.82,1.96394431684615,9.80715764400077
"synthetic",0.09,-0.621537863428534,10.0182459665494
"synthetic",0.85,1.1306795775989,9.78595330184817
"synthetic",0.11,-0.56639537844371,9.95877387004468
"synthetic",0.15,-0.449420109135337,9.93723781998247
"synthetic",0.06,-0.608207073540007,10.1920983195941
"synthetic",0.21,-0.331994555963227,10.0655946101169
"synthetic",0.17,-0.389984581894593,10.0249163648207
"synthetic",0.1,-0.632380623552745,10.0338865051265
"synthetic",0.79,0.945368488797124,9.78895040295522
"synthetic",0.19,-0.380520257386201,9.95542000297149
"synthetic",0.13,-0.470756832067425,10.1529757809084
"synthetic",0.13,-0.401153268239815,9.95579792717841
"synthetic",0.1,-0.529929028901036,10.1021008862763
"synthetic",0.14,-0.464139255257232,10.048281226853
"synthetic",0.14,-0.462789830651987,10.144371480556
"synthetic",0.18,-0.379043034872124,10.4246895070604
"synthetic",0.07,-0.638273434260937,10.0590796316642
"synthetic",0.03,-0.687948665405732,10.0458572500484
"synthetic",0.95,1.31147996572292,9.74958466101723
"synthetic",0.19,-0.368968717538862,9.90244140004063
"synthetic",0.22,-0.299867329280829,10.0139411894857
"synthetic",0.19,-0.360078621683624,10.103319215356
"synthetic",0.09,-0.577259210193018,10.1176375011243
"synthetic",0.21,-0.290305022470186,9.98934606797055
"synthetic",0.04,-0.699190350565837,9.89551976101188
"synthetic",0.05,-0.683074264312892,10.1226991651508
"synthetic",0.02,-0.715945091983935,10.0324645589088
"synthetic",0.06,-0.635570659231957,10.0533867130298
"synthetic",0.01,-0.757966079944363,10.0850892050789
"synthetic",0.08,-0.609873961639418,10.0602024642304
"synthetic",0.03,-0.681162968780166,10.2009782717248
"synthetic",0.1,-0.561123517839742,10.2105447712212
"synthetic",0.05,-0.639361246790736,10.0681004161526
"synthetic",0.04,-0.630904678270528,10.1113352635287
"synthetic",0.09,-0.538611858847162,10.0118065878462
"synthetic",0.17,-0.401748946545604,10.6906765307187
"synthetic",0.07,-0.640784924142231,10.1698132360533
"synthetic",0.07,-0.634887469928864,10.2990996564349
"synthetic",0.12,-0.51015199763407,10.0611009245156
"synthetic",0.34,-0.00785863737076997,10.1757250909085
"synthetic",0.23,-0.45526973855857,9.98189656467669
"synthetic",0.04,-1.26855434162439,10.2965098132907
"synthetic",0.2,-0.699093310836175,10.0078790637045
"synthetic",0.12,-0.994495297531657,10.1342810650145
"synthetic",0.12,-0.932912593452614,10.1320911705197
"synthetic",0.02,-1.35257905674049,10.2514463002485
"synthetic",0.16,-0.813078779163266,9.95368567224344
"synthetic",0.08,-1.04031732201247,10.0599421889392
"synthetic",0.16,-0.726349543951539,10.1344298333021
"synthetic",0.07,-1.33043459469406,9.98812584417485
"synthetic",0.06,-1.24366726602223,10.2102490473602
"synthetic",0.03,-1.06779726036372,10.1921779299541
"synthetic",0.11,-0.566620443899828,9.93636154520384
"synthetic",0.08,-0.599470241202703,10.0869572130276
"synthetic",0.21,-0.300952398811845,10.0514699450787
"synthetic",0.14,-0.523447732905013,10.0047748620665
"synthetic",0.19,-0.387868648345329,10.0205513191639
"synthetic",0.12,-0.474369214959414,10.0184849410443
"synthetic",0.13,-0.487355996565907,9.90174306304877
"synthetic",0.2,-0.329133125345151,10.1385093399508
"synthetic",0.15,-0.447850922847899,10.0441258940494
"synthetic",0.02,-0.740879220809236,10.0696766673674
"synthetic",0.11,-0.559193924370532,10.0297948304699
"synthetic",0.13,-0.534186960483181,10.1608768723183
"synthetic",0.07,-0.621275299364633,10.0923470167328
"synthetic",0.14,-0.445683333337342,10.1024073286042
"synthetic",0.22,-0.328929105358779,10.2612518638362
"synthetic",0.16,-0.453211261062455,10.1307185980273
"synthetic",0.18,-0.396825399732578,9.98607635509974
"synthetic",0.03,-0.768739702847681,9.97711731326678
"synthetic",0.08,-0.651236323323847,10.0444067733757
"synthetic",0.03,-0.747851937214515,10.0571580947944
"synthetic",0.2,-0.335679785851354,10.0275017418077
"synthetic",0.1,-0.775670812470796,9.97893015265082
"synthetic",0.05,-0.864215945513203,10.0773683123852
"synthetic",0.02,-0.998921137948083,10.0607243971736
"synthetic",0.2,-0.405955753251437,10.1241968152475
"synthetic",0.08,-0.838441432819469,10.0141973679566
"synthetic",0.03,-1.05523086334694,9.92922116273457
"synthetic",0.13,-0.57228209971582,10.0866274592862
"synthetic",0.03,-0.880771921931997,10.034121857143
"synthetic",0.1,-0.868099775752375,10.0323000773314
"synthetic",0.08,-0.9068238233587,10.0024568676002
"synthetic",0.09,-0.726311384034722,10.0841808312796
"synthetic",0.07,-1.06354458170457,10.2044948045963
"synthetic",0.02,-1.30789152962346,10.4170015515683
"synthetic",0.66,1.39515011327424,9.83008265348108
"synthetic",0.06,-1.18084930148946,10.0210572841948
"synthetic",0.11,-1.13359090369697,10.1231003468071
"synthetic",0.04,-1.16699703495439,10.0702069883621
"synthetic",0.01,-1.69347669092816,10.0211666765439
"synthetic",0.64,1.29392944927881,9.79122621928121
"synthetic",0.02,-1.36188075337019,10.1141896539851
"synthetic",0.18,-0.789751272618358,10.0205465414117
"synthetic",0.05,-1.05520222627668,9.99943850711408
"synthetic",0.01,-1.41356811613709,10.7383538282911
"synthetic",0.07,-1.2729121608153,10.1912563888019
"synthetic",0.02,-1.51571928342313,10.2098459863913
"synthetic",0,-1.7281510553844,10.0940779691603
"synthetic",0.14,-0.843272477206551,10.1611985041121
"synthetic",0.12,-1.01769908584912,10.5270469232286
"synthetic",0.07,-1.16952768254082,10.5258387582001
"synthetic",0.18,-0.696587197068832,10.7514498405799
"synthetic",0.13,-0.906015362824,10.8545833132442
"synthetic",0.17,-0.811264319432032,10.0558193638226
"synthetic",0.11,-1.02292767030021,10.1621794420576
"synthetic",0.1,-0.990666312663255,10.4012694917411
"synthetic",0.1,-1.02642334150688,10.0620730825226
"synthetic",0.16,-0.78668857143372,10.1220335983747
"synthetic",0.03,-1.27498098712285,10.2413322425595
"synthetic",0.04,-1.36559796408491,10.0413981728967
"synthetic",0.03,-1.32760777161713,10.4251563247498
"synthetic",0.05,-1.12687006412984,10.338777343293
"synthetic",0.08,-0.993300611747956,10.2299457390587
"synthetic",0.01,-1.6771880533849,10.1354177008972
"synthetic",0.02,-1.33953757574171,10.5757328416742
"synthetic",0.03,-1.34512422835542,10.0692825064855
"synthetic",0.14,-0.777408784440599,10.1286798630842
"synthetic",0.04,-1.2923626415247,10.1529750960649
"synthetic",0,-1.41216606370626,9.97615417533985
"synthetic",0.06,-1.15487613206711,10.1543943782271
"synthetic",0.01,-1.4098924179769,10.4325103105205
"synthetic",0.03,-1.2013814993024,10.0843532160472
"synthetic",0,-1.49452718540138,10.1799514673444
"synthetic",0.05,-1.26169820032637,10.4623951656678
"synthetic",0.06,-1.06858114302339,10.2791738622001
"synthetic",0.07,-1.26030636232758,10.494284330935
"synthetic",0.1,-1.10073046151261,9.91477574887723
"synthetic",0.13,-0.986650869972241,10.0697483689192
"synthetic",0.15,-0.804800202584071,10.0152558343837
"synthetic",0.05,-1.17816896503966,10.1067572646437
"synthetic",0.13,-0.885368566905542,10.0657963818394
"synthetic",0.03,-1.40657961433601,10.0905364432494
"synthetic",0.07,-1.15352957723067,10.0660069117213
"synthetic",0.06,-1.40082024400101,9.98426850927137
"synthetic",0.04,-1.39410199490511,10.0035406395381
"synthetic",0.01,-1.55545279502112,10.2351790576631
"synthetic",0.05,-1.27559689224836,10.0879625507286
"synthetic",0.12,-0.960467519555708,9.94972078610837
"synthetic",0.01,-1.51841348125663,10.0646130702802
"synthetic",0.07,-1.16843477542787,10.1216139294784
"synthetic",0.1,-0.994541664640125,9.9907405914039
"synthetic",0.02,-1.59214372766782,10.059536318251
"synthetic",0.11,-0.897833596188201,10.0954584492681
"synthetic",0.04,-1.15570533093675,10.386826792695
"synthetic",0.01,-1.47047598829669,10.1646760960665
"synthetic",0,-1.54236433318647,10.1439947912118
"synthetic",0,-1.49122739620046,10.0668345716902
"synthetic",0,-1.5507639192104,10.0680985109646
"synthetic",0.07,-0.590703653290284,10.3120832370433
"synthetic",0.13,-0.479875924315043,9.98654047855862
"synthetic",0.05,-0.691563849676724,9.99010496358501
"synthetic",0.09,-0.657570133572928,10.1983521671022
"synthetic",0.04,-0.664551859123853,10.1196021617389
"synthetic",0.03,-0.683409369999529,10.1400271467353
"synthetic",0,-0.763365130970673,10.1613532822614
"synthetic",0.01,-0.800950287783881,10.1745916084713
"synthetic",0.1,-0.635918426014934,9.9994008884734
"synthetic",0.02,-0.809641892918838,10.1809562194946
"synthetic",0.05,-0.699859008030807,10.0011279343439
"synthetic",0.01,-0.778454598299583,10.1324909327186
"synthetic",0.02,-0.730349500956674,10.138134914928
"synthetic",0,-0.822896506172017,10.2423080343345
"synthetic",0.02,-0.628583575854479,10.153762584495
"synthetic",0.03,-0.649323980653522,10.1526626063129
"synthetic",0.05,-0.647788542108194,10.0198022363859
"synthetic",0,-0.780825374573593,10.1803654243206
"synthetic",0.02,-0.76316032154826,10.0929356731716
"synthetic",0,-0.665642685186167,10.0949978021031
"synthetic",0.04,-0.729653126665509,10.1550628300394
"synthetic",0.02,-1.35254191345824,10.1456645935242
"synthetic",0.15,-0.905991615361723,10.2828176785864
"synthetic",0.03,-1.56606622520986,10.1505771726023
"synthetic",0.13,-0.834326521626119,10.1203497769317
"synthetic",0.15,-0.89739134861805,10.1625323865014
"synthetic",0.11,-0.971679748183893,10.0828852426407
"synthetic",0.05,-1.08681482124215,10.1513183810606
"synthetic",0.04,-1.3164602725491,10.0582588265853
"synthetic",0.15,-0.728584770150953,10.0569868204639
"synthetic",0,-1.63444132040085,10.1390397348636
"synthetic",0.08,-1.20736601312498,10.1434460463549
"synthetic",0.12,-1.05888399233157,10.0509936332831
"synthetic",0.05,-1.0413032443255,10.2601111963309
"synthetic",0.02,-1.52294721441017,10.0098239005084
"synthetic",0.09,-1.09666014277059,10.260433817086
"synthetic",0.02,-1.44574137792281,10.24765907733
"synthetic",0.01,-1.25274720162314,10.1772160106719
"synthetic",0.02,-1.44574137792281,9.95031094011785
"synthetic",0.07,-1.12488534049827,10.0596502693587
"synthetic",0.01,-1.62619778274867,9.94414109536919
"synthetic",0.03,-1.34039423118298,10.2342138204647
"synthetic",0.06,-1.3195871965895,10.2211017267799
"synthetic",0.02,-0.957084886839865,10.1232571371707
"synthetic",0,-1.25914658874786,10.0848282410663
"synthetic",0.02,-0.978630549604562,10.0571252659972
"synthetic",0.01,-0.999124510704282,10.094405114231
"synthetic",0.07,-0.757211833940836,10.1122630636478
"synthetic",0,-1.37954244406618,10.0703966747697
"synthetic",0,-1.27337623122724,10.1177133334731
"synthetic",0.03,-0.902956087838881,10.0257358644081
"synthetic",0.25,-0.281198093367369,10.1772316818028
"synthetic",0.03,-1.24992193982598,10.0135848786477
"synthetic",0.02,-1.01686207961656,10.1396037040085
"synthetic",0.01,-1.06888575758681,10.0267441227009
"synthetic",0.04,-0.897251708691714,10.0382075085588
"synthetic",0.08,-0.712010877725677,10.0789887845611
"synthetic",0.04,-0.910397830750164,10.1221924394131
"synthetic",0.03,-1.15111075912572,9.96018323454923
"synthetic",0.01,-1.39458508114645,10.0988749890722
"synthetic",0.09,-1.1618093397062,9.97334961647835
"synthetic",0.16,-0.823939004052335,10.041734421136
"synthetic",0.06,-1.21036270758605,10.0235073209508
"synthetic",0.15,-0.749799648516874,10.0679176672507
"synthetic",0.09,-1.04544812473647,9.94847296175476
"synthetic",0.07,-1.21568065492215,10.1539312893752
"synthetic",0.01,-1.37533846526125,10.1190498605855
"synthetic",0.02,-1.25325209981487,10.1589421074206
"synthetic",0.03,-1.34512422835542,10.0879951946659
"synthetic",0.01,-1.32311894347199,9.97436731459986
"synthetic",0.04,-1.24877092048956,10.2756835867141
"synthetic",0.06,-1.32009067422554,10.1725209351653
"synthetic",0.04,-1.35565624698676,10.1746755287158
"synthetic",0.03,-1.17984197307591,10.1265056272285
"synthetic",0.03,-1.34998678036259,9.96632846656159
"synthetic",0.01,-1.40807412232982,10.0688462254401
"synthetic",0.09,-0.931127662472369,9.96770809099366
"synthetic",0.69,1.46713548426166,9.80998912894739
"synthetic",0.02,-1.29681136942738,10.0458392940553
